Period,Location,Gender,Age-group,Occupation,Income Level,"Personal Hygiene (eg Soap, toothpaste)",Cleaning products,Long lasting (dry) groceries,"Fresh groceries (Fruits, vegetables)",Medicines/Natural remedies,Alcohol beverages,Skin care (eg. Body lotion),Hair care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Electronics (eg Phone, Computers)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime/Data bundles
2021-07-20,N36,Male,Gen X,Business owner ,High Income,More,More,More,More,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More
2021-07-20,N36,Male,Baby Boomers,Unemployed,High Income,More,More,More,More,More,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Same,More
2021-07-20,N37,Female,Millennials,Stay-at-home mom or dad,Low Income,Same,Same,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less,Same,Less,Same,Less
2021-07-20,N4,Male,Millennials,Salaried employee,High Income,More,More,More,Same,More,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Same
2021-07-20,N4,Female,Gen X,Salaried employee,High Income,Same,Same,Same,Less,Same,Same,Less,Less,Same,Same,Less,Less,Less
2021-07-20,N4,Female,Millennials,Business owner ,Middle Income,More,More,More,Same,Same,Less,Less,More,Same,Same,Same,Same,Less
2021-07-20,N4,Female,Gen X,Salaried employee,Middle Income,More,Same,Less,Same,Same,Same,Less,Less,Less,Same,Less,Less,Same
2021-07-20,N4,Female,Millennials,Salaried employee,Middle Income,Less,Same,Less,More,Same,Less,Same,Less,Less,Less,Less,Less,More
2021-07-20,N4,Male,Gen X,Salaried employee,High Income,Less,Less,More,Same,Same,Don't know/Don't buy,More,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Same
2021-07-20,N4,Female,Millennials,Salaried employee,High Income,Same,Less,Less,Same,Less,Less,Less,Less,Same,Less,Less,Same,Less
2021-07-20,N4,Female,Gen X,Business owner ,High Income,Same,Same,Same,Same,Same,Less,Less,Same,Same,Same,Same,Less,Less
2021-07-20,N4,Female,Millennials,Salaried employee,High Income,Less,Less,Less,Same,Less,Less,Less,Same,Less,Same,Less,Less,Less
2021-07-20,N4,Male,Millennials,Salaried employee,High Income,Less,Less,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less
2021-07-20,N40,Male,Millennials,Business owner ,Middle Income,More,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N40,Female,Millennials,Business owner ,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
2021-07-20,N40,Female,Millennials,Business owner ,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-07-20,N40,Male,Millennials,Business owner ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N40,Female,Gen Z,Salaried employee,Low Income,Less,Same,Less,Same,Same,Less,Same,Same,Less,Less,Same,Same,More
2021-07-20,N40,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N40,Female,Millennials,Salaried employee,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
2021-07-20,N40,Female,Gen Z,Student ,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N40,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Same,Same,Same,Same,Same,Same,More
2021-07-20,N40,Male,Millennials,Business owner ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N41,Female,Gen X,Salaried employee,Middle Income,Less,Same,More,Don't know/Don't buy,Same,More,Don't know/Don't buy,More,Same,Same,Same,Same,Same
2021-07-20,N41,Male,Millennials,Salaried employee,Low Income,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy
2021-07-20,N41,Male,Millennials,Student ,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
2021-07-20,N41,Female,Gen X,Salaried employee,Middle Income,More,More,More,More,More,Same,More,More,More,Same,More,More,More
2021-07-20,N41,Male,Gen X,Salaried employee,Middle Income,Less,Same,More,More,More,More,More,More,More,Same,Same,Same,More
2021-07-20,N41,Female,Millennials,Student ,Low Income,Less,Same,More,More,More,More,More,More,Same,Same,Same,Same,Same
2021-07-20,N41,Female,Millennials,Salaried employee,Middle Income,Same,More,More,More,Same,Same,Same,More,More,Same,Same,Same,Same
2021-07-20,N41,Male,Millennials,Salaried employee,Middle Income,Less,Same,Same,Same,More,More,More,More,More,Same,Same,Same,Same
2021-07-20,N41,Female,Millennials,Self employed/Contractor,Low Income,Less,Same,More,More,More,More,More,Same,Same,Same,Same,Same,Same
2021-07-20,N41,Female,Millennials,Unemployed,Middle Income,Less,Same,Same,Same,Same,More,More,More,More,Same,Same,Same,Same
2021-07-20,N41,Male,Millennials,Salaried employee,Low Income,Less,Same,Same,Same,Same,Same,Same,Same,Same,Same,Less,Same,Same
2021-07-20,N41,Female,Gen X,Student ,Low Income,Less,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N41,Female,Millennials,Student ,Low Income,Less,Same,Same,More,More,More,More,Same,Same,Same,Same,Same,Same
2021-07-20,N41,Female,Millennials,Salaried employee,Low Income,Less,Same,Same,More,More,More,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N41,Female,Millennials,Student ,Low Income,Less,Same,Same,Same,More,More,More,More,More,More,Same,Same,Same
2021-07-20,N42,Female,Baby Boomers,Salaried employee,Middle Income,Same,Less,Same,Less,More,More,Same,More,Don't know/Don't buy,More,Same,More,Don't know/Don't buy
2021-07-20,N42,Female,Baby Boomers,Unemployed,High Income,Same,More,Don't know/Don't buy,More,More,More,Same,Less,Same,More,Don't know/Don't buy,More,Same
2021-07-20,N42,Female,Baby Boomers,Unemployed,Middle Income,Same,More,Don't know/Don't buy,More,More,More,More,More,More,More,More,Same,More
2021-07-20,N42,Female,Baby Boomers,Student ,Middle Income,More,More,Same,More,More,Same,More,More,More,More,More,Don't know/Don't buy,More
2021-07-20,N42,Female,Baby Boomers,Business owner ,Middle Income,More,More,More,More,More,More,Same,Same,More,More,Same,More,Don't know/Don't buy
2021-07-20,N42,Female,Baby Boomers,Unemployed,Middle Income,Same,More,Same,More,More,More,More,More,More,More,More,More,More
2021-07-20,N42,Female,Baby Boomers,Student ,Middle Income,More,Same,More,More,Same,More,Same,More,Same,Same,Same,More,More
2021-07-20,N42,Female,Baby Boomers,Unemployed,Middle Income,More,More,More,More,More,Same,More,More,More,More,Same,More,More
2021-07-20,N42,Male,Baby Boomers,Salaried employee,Middle Income,More,More,More,More,More,More,More,Same,More,More,Same,More,More
2021-07-20,N42,Female,Baby Boomers,Salaried employee,Middle Income,More,More,More,More,More,Less,More,Less,More,More,More,Less,More
2021-07-20,N42,Female,Baby Boomers,Business owner ,Middle Income,More,More,Less,More,More,More,Less,More,More,More,Less,More,More
2021-07-20,N42,Male,Baby Boomers,Student ,Middle Income,Same,Don't know/Don't buy,More,Less,Less,Less,Same,More,Same,More,Don't know/Don't buy,More,Same
2021-07-20,N43,Male,Millennials,Business owner ,Low Income,Same,Same,Same,Same,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Same,Same
2021-07-20,N43,Female,Gen Z,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Less
2021-07-20,N43,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Don't know/Don't buy,Same,Less,Same,Same,Same
2021-07-20,N43,Female,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Same,Less,Less,Same,Same,Less
2021-07-20,N43,Female,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Less,Same,Same,More
2021-07-20,N43,Male,Gen X,Business owner ,Low Income,Less,Less,Less,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,More
2021-07-20,N43,Male,Millennials,Salaried employee,Low Income,Same,Same,More,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Less,Same,Same
2021-07-20,N43,Male,Millennials,Salaried employee,Low Income,Less,Less,Less,Same,Same,Less,Less,Less,Less,Same,Same,Same,More
2021-07-20,N43,Female,Gen Z,Student ,Low Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Less,Less,Same,Same
2021-07-20,N43,Male,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Same
2021-07-20,N45,Female,Millennials,Salaried employee,Low Income,Same,More,More,More,Same,Same,Same,Same,Same,Same,Same,Same,More
2021-07-20,N45,Female,Millennials,Salaried employee,Middle Income,More,More,More,Same,Same,More,Same,Don't know/Don't buy,More,Less,Same,Same,More
2021-07-20,N45,Male,Millennials,Salaried employee,Middle Income,More,Same,More,More,Same,Same,Same,Same,More,Same,Same,Same,Same
2021-07-20,N45,Male,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Same,Same,Less,Same,Same,Same,Same,Same,More
2021-07-20,N45,Male,Millennials,Student ,Middle Income,Same,More,Same,Same,More,Same,More,Same,More,More,More,More,Don't know/Don't buy
2021-07-20,N45,Female,Millennials,Student ,Middle Income,More,More,More,Same,Same,Same,More,Same,Same,Same,Same,Same,Same
2021-07-20,N45,Female,Millennials,Business owner ,Middle Income,Same,Less,Same,Same,More,Same,More,Same,Less,Same,Same,More,Same
2021-07-20,N45,Female,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Same,Same,Same,Same,Same,Same,More,More,Same
2021-07-20,N45,Male,Millennials,Student ,Middle Income,More,More,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N45,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,More,More,Same,Same,Same,More
2021-07-20,N46,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N46,Male,Gen Z,Business owner ,Low Income,More,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-07-20,N46,Male,Millennials,Salaried employee,Low Income,Less,Same,Less,Less,Same,Same,Same,Less,Less,Less,Same,Same,Same
2021-07-20,N46,Female,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-07-20,N46,Female,Millennials,Salaried employee,Middle Income,More,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Same,More
2021-07-20,N46,Female,Gen X,Self employed/Contractor,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-07-20,N46,Male,Gen Z,Student ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,More
2021-07-20,N46,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N46,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N46,Male,Gen X,Self employed/Contractor,Middle Income,More,Same,More,Same,Same,Same,More,Same,More,Same,More,Same,More
2021-07-20,N46,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N46,Female,Millennials,Business owner ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N47,Male,Gen X,Self employed/Contractor,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less,Less
2021-07-20,N47,Female,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Less,Same,Same,Same,Same
2021-07-20,N47,Female,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Less,Same,Same,Same
2021-07-20,N47,Male,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less,Less
2021-07-20,N47,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same,Less,More
2021-07-20,N47,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same,Less,Same,Same,Same
2021-07-20,N47,Male,Baby Boomers,Self employed/Contractor,Low Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same,Less,Same
2021-07-20,N47,Female,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same,Same,Same
2021-07-20,N47,Male,Baby Boomers,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Less,Less,Same,Same,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Same
2021-07-20,N47,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Less,Same,Same,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Same
2021-07-20,N48,Male,Millennials,Salaried employee,Low Income,More,Same,Less,More,Same,Same,More,Same,Same,More,Same,More,Same
2021-07-20,N48,Female,Millennials,Business owner ,Middle Income,More,Less,Same,More,Less,Same,Less,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy
2021-07-20,N48,Female,Gen X,Self employed/Contractor,Low Income,More,Less,More,Same,Less,Same,More,Less,More,Don't know/Don't buy,Don't know/Don't buy,More,More
2021-07-20,N48,Male,Gen X,Self employed/Contractor,Middle Income,Same,Less,Less,Same,More,Same,Same,More,More,Same,More,Same,More
2021-07-20,N48,Male,Millennials,Salaried employee,Low Income,More,Less,Same,Same,Don't know/Don't buy,More,More,Same,More,Same,Don't know/Don't buy,Less,Same
2021-07-20,N48,Male,Gen Z,Salaried employee,Low Income,More,Less,More,Same,Same,Less,Same,More,More,Same,Less,Same,More
2021-07-20,N48,Male,Millennials,Salaried employee,Middle Income,More,More,Same,Same,Same,More,Same,More,Same,More,Same,Same,More
2021-07-20,N48,Female,Millennials,Business owner ,Middle Income,More,Less,More,More,Same,More,Same,Less,Same,Same,Don't know/Don't buy,Same,More
2021-07-20,N48,Male,Millennials,Salaried employee,Middle Income,More,Same,Same,Same,More,Don't know/Don't buy,More,Same,Same,More,Less,Same,Same
2021-07-20,N48,Female,Gen X,Unemployed,Low Income,More,Same,More,More,Less,Same,More,Same,Less,More,Same,More,Same
2021-07-20,N48,Female,Millennials,Business owner ,Middle Income,More,Less,More,Same,Same,More,Don't know/Don't buy,Same,Less,Same,Don't know/Don't buy,Same,Same
2021-07-20,N48,Female,Gen X,Salaried employee,Low Income,Same,More,Same,Less,More,Same,Don't know/Don't buy,Less,More,More,Same,Don't know/Don't buy,Same
2021-07-20,N48,Male,Millennials,Business owner ,Middle Income,More,Less,More,Don't know/Don't buy,More,Less,Don't know/Don't buy,Same,Same,More,Same,More,Same
2021-07-20,N48,Male,Millennials,Salaried employee,Low Income,More,Same,More,Same,More,More,Same,More,Don't know/Don't buy,Same,More,Same,More
2021-07-20,N48,Male,Millennials,Salaried employee,Middle Income,Same,More,Same,More,Same,Same,Don't know/Don't buy,Less,Same,More,Same,More,More
2021-07-20,N5,Female,Gen Z,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Male,Gen Z,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Male,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Male,Gen X,Business owner ,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Female,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Female,Gen X,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Male,Baby Boomers,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Male,Baby Boomers,Business owner ,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N5,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N50,Female,Millennials,Business owner ,Middle Income,Same,Same,Same,More,Same,Don't know/Don't buy,Same,Same,Less,Less,Same,Less,Same
2021-07-20,N50,Male,Gen Z,Student ,Middle Income,Same,Same,Same,More,Same,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Less,Less,Less,More
2021-07-20,N50,Female,Millennials,Salaried employee,Middle Income,More,More,More,More,More,Don't know/Don't buy,More,More,Less,Less,Less,Less,More
2021-07-20,N50,Female,Gen X,Self employed/Contractor,High Income,More,More,More,More,More,Same,More,More,Less,Less,More,Less,More
2021-07-20,N50,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Same,Same,Less,More
2021-07-20,N50,Male,Gen X,Salaried employee,High Income,Same,Same,Same,Same,Less,Less,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Same,Less,Less
2021-07-20,N50,Female,Millennials,Salaried employee,Low Income,Same,Less,Same,Same,Less,Less,Same,Same,Same,Less,Same,More,Less
2021-07-20,N50,Female,Millennials,Salaried employee,Low Income,More,Same,Less,Same,Less,Don't know/Don't buy,Same,Same,More,Less,Less,Same,Same
2021-07-20,N50,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Less,Less,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N50,Male,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N50,Male,Millennials,Salaried employee,Middle Income,More,Same,Don't know/Don't buy,Same,More,Don't know/Don't buy,Less,Same,Less,Less,Same,Same,Less
2021-07-20,N50,Male,Gen Z,Student ,Low Income,Same,Same,Same,Same,Less,Less,Same,Same,Less,Less,Same,Less,Same
2021-07-20,N50,Female,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N50,Male,Baby Boomers,Self employed/Contractor,Middle Income,More,More,More,More,More,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N50,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Less,Same,Same,Same
2021-07-20,N6,Female,Gen X,Stay-at-home mom or dad,Low Income,More,More,More,Same,Same,Don't know/Don't buy,Same,Same,Same,Less,Less,Less,Same
2021-07-20,N6,Male,Gen X,Self employed/Contractor,Low Income,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Male,Millennials,Salaried employee,Middle Income,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Female,Millennials,Salaried employee,Middle Income,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Male,Baby Boomers,Business owner ,Middle Income,More,More,More,More,More,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Female,Millennials,Self employed/Contractor,Low Income,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Same,Less,Same,Same,Same
2021-07-20,N6,Male,Gen X,Salaried employee,Middle Income,More,More,More,More,Same,Less,Same,Same,Same,Less,Same,Same,Same
2021-07-20,N6,Male,Millennials,Self employed/Contractor,Low Income,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Female,Millennials,Self employed/Contractor,Low Income,More,More,More,More,Same,Less,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Male,Gen X,Business owner ,Middle Income,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Male,Baby Boomers,Salaried employee,Middle Income,More,More,More,More,Same,Same,Same,Same,Same,Less,Same,Same,Same
2021-07-20,N6,Female,Gen X,Self employed/Contractor,Low Income,More,More,More,More,Same,Same,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Male,Gen X,Self employed/Contractor,Middle Income,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Male,Gen X,Salaried employee,Low Income,More,More,More,More,Same,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N6,Male,Gen X,Salaried employee,Low Income,More,More,More,Same,More,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2021-07-20,N8,Male,Millennials,Business owner ,High Income,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,More
2021-07-20,N8,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,More,More,Same,More,Same,Same,Same,Same
2021-07-20,N8,Male,Gen X,Salaried employee,High Income,More,More,More,More,More,More,More,Less,Less,Same,Same,Same,More
2021-07-20,N8,Female,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More,More,More
2021-07-20,N8,Male,Baby Boomers,Salaried employee,Middle Income,More,More,More,More,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Same
2021-07-20,N8,Female,Gen X,Self employed/Contractor,High Income,Same,Same,More,More,More,Same,More,More,Same,More,Same,Same,Same
2021-07-20,N8,Male,Gen Z,Student ,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
2021-07-20,N8,Female,Gen X,Business owner ,Middle Income,Same,More,Same,More,More,More,Same,More,Same,More,More,Same,Same
2021-07-20,N8,Male,Gen X,Salaried employee,Middle Income,Same,Same,More,More,Same,More,More,Same,Same,More,Same,More,More
2021-07-20,N8,Female,Baby Boomers,Unemployed,High Income,More,More,More,More,Same,Same,More,More,Same,Same,More,More,Same
2021-07-20,N8,Female,Millennials,Salaried employee,Middle Income,Same,Same,More,More,More,More,More,Same,Same,Same,More,More,More
2021-07-20,N8,Male,Millennials,Salaried employee,Middle Income,Same,Same,More,More,Same,More,Same,Same,More,More,Same,Same,Same
2021-07-20,N8,Female,Millennials,Salaried employee,Middle Income,More,More,Same,More,More,Don't know/Don't buy,More,More,More,More,More,More,More
2021-07-20,N8,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,Same,Same,More,Same,Same,Same,More,More,More
2021-07-20,N8,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,More,More,Same,Same,Same,More,More,More,More,Same
2021-07-20,N9,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,More,More,Less,Same,Same,Same,Same,More,More,Same
2021-07-20,N9,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N9,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N9,Female,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,More,Same,More,Same,Same,Same,More,Same,Same
2021-07-20,N9,Female,Baby Boomers,Salaried employee,Middle Income,Same,More,More,More,Same,Same,More,Same,Same,Same,Same,Same,Same
2021-07-20,N9,Male,Gen X,Unemployed,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Same,Same,Less,Same,Same
2021-07-20,N9,Female,Millennials,Business owner ,Middle Income,Same,More,More,Same,Same,Same,Same,Same,More,More,Same,More,Same
2021-07-20,N9,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,More,Same,More,More,Same,Same,More,More
2021-07-20,N9,Male,Millennials,Salaried employee,Middle Income,Same,Same,More,More,Same,Same,More,More,More,Same,Same,Same,More
2021-07-20,N9,Male,Millennials,Self employed/Contractor,Middle Income,Same,Same,More,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N9,Female,Millennials,Salaried employee,Middle Income,Same,Less,Less,Less,Same,Same,Same,Less,Less,Same,Same,Same,Same
2021-07-20,N9,Male,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,More,More,More,More,Same,Less,Same,Same,More
2021-07-20,N9,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2021-07-20,N9,Male,Gen X,Business owner ,Middle Income,Same,Same,Same,Same,More,Same,More,More,Same,Same,Same,More,More
2021-07-20,N9,Male,Gen X,Salaried employee,Middle Income,Same,Same,More,Same,More,Same,Same,More,More,Same,Same,Same,Same
2021-07-20,NK1,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,More,More,Less,Less,Same,Less,Less,Less,Less,Less,Less
2021-07-20,NK1,Male,Baby Boomers,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Less,Less,Less,Same
2021-07-20,NK1,Female,Gen X,Unemployed,Low Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Less,Less,Less,Less
2021-07-20,NK1,Male,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Less,Less,Same
2021-07-20,NK1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Same,Less,Less,Same,Less,Same
2021-07-20,NK1,Male,Millennials,Salaried employee,Low Income,Same,Same,More,More,Less,Less,Less,Less,Same,Less,Less,Less,Same
2021-07-20,NK1,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2021-07-20,NK1,Female,Millennials,Salaried employee,Middle Income,More,More,Same,More,Less,Same,Same,Same,More,Less,Less,Less,Same
